CODE_Origin,CODE_Destination,Dates,Transport_Mode,Distributor,Volume
Almacen 659,Almacen 625,2024-04-06,Camion,Distribuidor 8,4.0
Almacen 659,Almacen 625,2024-04-07,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 625,2024-04-10,Camion,Distribuidor 56,3.0
Almacen 659,Almacen 625,2024-04-10,Camion,Distribuidor 8,4.0
Almacen 659,Almacen 625,2024-04-11,Camion,Distribuidor 56,2.0
Almacen 659,Almacen 625,2024-04-11,Camion,Distribuidor 8,3.0
Almacen 659,Almacen 625,2024-04-12,Camion,Distribuidor 56,1.0
Almacen 659,Almacen 625,2024-04-12,Camion,Distribuidor 8,2.0
Almacen 659,Almacen 625,2024-04-13,Camion,Distribuidor 56,2.0
Almacen 659,Almacen 625,2024-04-13,Camion,Distribuidor 8,3.0
Almacen 659,Almacen 625,2024-04-14,Camion,Distribuidor 56,1.0
Almacen 659,Almacen 625,2024-04-14,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 625,2024-04-15,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 625,2024-04-16,Camion,Distribuidor 56,1.0
Almacen 659,Almacen 625,2024-04-16,Camion,Distribuidor 8,2.0
Almacen 659,Almacen 625,2024-04-17,Camion,Distribuidor 56,4.0
Almacen 659,Almacen 625,2024-04-17,Camion,Distribuidor 8,6.0
Almacen 659,Almacen 625,2024-04-18,Camion,Distribuidor 56,3.0
Almacen 659,Almacen 625,2024-04-18,Camion,Distribuidor 8,4.0
Almacen 659,Almacen 625,2024-04-19,Camion,Distribuidor 56,3.0
Almacen 659,Almacen 625,2024-04-19,Camion,Distribuidor 8,4.0
Almacen 659,Almacen 625,2024-04-20,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 625,2024-04-21,Camion,Distribuidor 56,1.0
Almacen 659,Almacen 625,2024-04-21,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 625,2024-04-24,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 625,2024-04-25,Camion,Distribuidor 8,1.0
Almacen 659,Almacen 627,2024-03-22,Camion,Distribuidor 11,1.0
Almacen 659,Almacen 627,2024-03-22,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 627,2024-03-22,Tren,Distribuidor 18,1.0
Almacen 659,Almacen 628,2024-03-21,Camion,Distribuidor 3,8.0
Almacen 659,Almacen 628,2024-03-21,Tren,Distribuidor 18,34.0
Almacen 659,Almacen 628,2024-03-22,Camion,Distribuidor 3,5.0
Almacen 659,Almacen 628,2024-03-22,Tren,Distribuidor 18,22.0
Almacen 659,Almacen 628,2024-03-23,Camion,Distribuidor 3,3.0
Almacen 659,Almacen 628,2024-03-23,Tren,Distribuidor 18,10.0
Almacen 659,Almacen 628,2024-03-24,Camion,Distribuidor 3,4.0
Almacen 659,Almacen 628,2024-03-24,Tren,Distribuidor 18,14.0
Almacen 659,Almacen 628,2024-03-25,Camion,Distribuidor 3,3.0
Almacen 659,Almacen 628,2024-03-25,Tren,Distribuidor 18,13.0
Almacen 659,Almacen 628,2024-03-26,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-03-26,Tren,Distribuidor 18,2.0
Almacen 659,Almacen 628,2024-03-27,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-03-27,Tren,Distribuidor 18,7.0
Almacen 659,Almacen 628,2024-03-28,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-03-28,Tren,Distribuidor 18,7.0
Almacen 659,Almacen 628,2024-03-29,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-03-29,Tren,Distribuidor 18,3.0
Almacen 659,Almacen 628,2024-03-30,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-03-30,Tren,Distribuidor 18,5.0
Almacen 659,Almacen 628,2024-04-02,Tren,Distribuidor 18,1.0
Almacen 659,Almacen 628,2024-04-03,Tren,Distribuidor 18,1.0
Almacen 659,Almacen 628,2024-04-04,Camion,Distribuidor 3,4.0
Almacen 659,Almacen 628,2024-04-04,Tren,Distribuidor 18,18.0
Almacen 659,Almacen 628,2024-04-05,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-04-05,Tren,Distribuidor 18,6.0
Almacen 659,Almacen 628,2024-04-06,Camion,Distribuidor 3,3.0
Almacen 659,Almacen 628,2024-04-06,Tren,Distribuidor 18,12.0
Almacen 659,Almacen 628,2024-04-07,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-04-07,Tren,Distribuidor 18,10.0
Almacen 659,Almacen 628,2024-04-10,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-04-10,Tren,Distribuidor 18,9.0
Almacen 659,Almacen 628,2024-04-11,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-04-11,Tren,Distribuidor 18,2.0
Almacen 659,Almacen 628,2024-04-12,Camion,Distribuidor 3,3.0
Almacen 659,Almacen 628,2024-04-12,Tren,Distribuidor 18,11.0
Almacen 659,Almacen 628,2024-04-13,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-04-13,Tren,Distribuidor 18,9.0
Almacen 659,Almacen 628,2024-04-14,Camion,Distribuidor 3,3.0
Almacen 659,Almacen 628,2024-04-14,Tren,Distribuidor 18,13.0
Almacen 659,Almacen 628,2024-04-15,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-04-15,Tren,Distribuidor 18,3.0
Almacen 659,Almacen 628,2024-04-16,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-04-16,Tren,Distribuidor 18,2.0
Almacen 659,Almacen 628,2024-04-17,Camion,Distribuidor 3,2.0
Almacen 659,Almacen 628,2024-04-17,Tren,Distribuidor 18,9.0
Almacen 659,Almacen 628,2024-04-18,Camion,Distribuidor 3,5.0
Almacen 659,Almacen 628,2024-04-18,Tren,Distribuidor 18,18.0
Almacen 659,Almacen 628,2024-04-19,Camion,Distribuidor 3,4.0
Almacen 659,Almacen 628,2024-04-19,Tren,Distribuidor 18,16.0
Almacen 659,Almacen 628,2024-04-20,Camion,Distribuidor 3,5.0
Almacen 659,Almacen 628,2024-04-20,Tren,Distribuidor 18,22.0
Almacen 659,Almacen 628,2024-04-21,Camion,Distribuidor 3,3.0
Almacen 659,Almacen 628,2024-04-21,Tren,Distribuidor 18,14.0
Almacen 659,Almacen 628,2024-04-24,Tren,Distribuidor 18,2.0
Almacen 659,Almacen 628,2024-04-25,Camion,Distribuidor 3,1.0
Almacen 659,Almacen 628,2024-04-25,Tren,Distribuidor 18,5.0
Almacen 659,Almacen 628,2024-04-27,Tren,Distribuidor 18,1.0
Almacen 659,Almacen 641,2024-03-21,Camion,Distribuidor 11,2.0
Almacen 659,Almacen 641,2024-03-21,Camion,Distribuidor 6,1.0
Almacen 659,Almacen 641,2024-03-26,Camion,Distribuidor 11,1.0
Almacen 659,Almacen 641,2024-04-04,Camion,Distribuidor 11,3.0
Almacen 659,Almacen 641,2024-04-04,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 641,2024-04-04,Camion,Distribuidor 24,1.0
Almacen 659,Almacen 641,2024-04-04,Camion,Distribuidor 6,1.0
Almacen 659,Almacen 641,2024-04-05,Camion,Distribuidor 11,2.0
Almacen 659,Almacen 641,2024-04-05,Camion,Distribuidor 6,1.0
Almacen 659,Almacen 642,2024-03-21,Camion,Distribuidor 11,20.0
Almacen 659,Almacen 642,2024-03-21,Camion,Distribuidor 12,8.0
Almacen 659,Almacen 642,2024-03-21,Camion,Distribuidor 24,6.0
Almacen 659,Almacen 642,2024-03-21,Camion,Distribuidor 6,31.0
Almacen 659,Almacen 642,2024-03-21,Tren,Distribuidor 18,20.0
Almacen 659,Almacen 642,2024-03-22,Camion,Distribuidor 11,24.0
Almacen 659,Almacen 642,2024-03-22,Camion,Distribuidor 12,10.0
Almacen 659,Almacen 642,2024-03-22,Camion,Distribuidor 24,8.0
Almacen 659,Almacen 642,2024-03-22,Camion,Distribuidor 6,37.0
Almacen 659,Almacen 642,2024-03-22,Tren,Distribuidor 18,24.0
Almacen 659,Almacen 642,2024-03-23,Camion,Distribuidor 11,26.0
Almacen 659,Almacen 642,2024-03-23,Camion,Distribuidor 12,11.0
Almacen 659,Almacen 642,2024-03-23,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-03-23,Camion,Distribuidor 6,40.0
Almacen 659,Almacen 642,2024-03-23,Tren,Distribuidor 18,26.0
Almacen 659,Almacen 642,2024-03-24,Camion,Distribuidor 11,19.0
Almacen 659,Almacen 642,2024-03-24,Camion,Distribuidor 12,8.0
Almacen 659,Almacen 642,2024-03-24,Camion,Distribuidor 24,7.0
Almacen 659,Almacen 642,2024-03-24,Camion,Distribuidor 6,30.0
Almacen 659,Almacen 642,2024-03-24,Tren,Distribuidor 18,19.0
Almacen 659,Almacen 642,2024-03-25,Camion,Distribuidor 11,3.0
Almacen 659,Almacen 642,2024-03-25,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 642,2024-03-25,Camion,Distribuidor 24,1.0
Almacen 659,Almacen 642,2024-03-25,Camion,Distribuidor 6,5.0
Almacen 659,Almacen 642,2024-03-25,Tren,Distribuidor 18,3.0
Almacen 659,Almacen 642,2024-03-26,Camion,Distribuidor 11,3.0
Almacen 659,Almacen 642,2024-03-26,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 642,2024-03-26,Camion,Distribuidor 6,4.0
Almacen 659,Almacen 642,2024-03-26,Tren,Distribuidor 18,3.0
Almacen 659,Almacen 642,2024-03-27,Camion,Distribuidor 11,18.0
Almacen 659,Almacen 642,2024-03-27,Camion,Distribuidor 12,8.0
Almacen 659,Almacen 642,2024-03-27,Camion,Distribuidor 24,6.0
Almacen 659,Almacen 642,2024-03-27,Camion,Distribuidor 6,28.0
Almacen 659,Almacen 642,2024-03-27,Tren,Distribuidor 18,18.0
Almacen 659,Almacen 642,2024-03-28,Camion,Distribuidor 11,15.0
Almacen 659,Almacen 642,2024-03-28,Camion,Distribuidor 12,7.0
Almacen 659,Almacen 642,2024-03-28,Camion,Distribuidor 24,5.0
Almacen 659,Almacen 642,2024-03-28,Camion,Distribuidor 6,24.0
Almacen 659,Almacen 642,2024-03-28,Tren,Distribuidor 18,15.0
Almacen 659,Almacen 642,2024-03-29,Camion,Distribuidor 11,18.0
Almacen 659,Almacen 642,2024-03-29,Camion,Distribuidor 12,8.0
Almacen 659,Almacen 642,2024-03-29,Camion,Distribuidor 24,6.0
Almacen 659,Almacen 642,2024-03-29,Camion,Distribuidor 6,28.0
Almacen 659,Almacen 642,2024-03-29,Tren,Distribuidor 18,18.0
Almacen 659,Almacen 642,2024-03-30,Camion,Distribuidor 11,33.0
Almacen 659,Almacen 642,2024-03-30,Camion,Distribuidor 12,14.0
Almacen 659,Almacen 642,2024-03-30,Camion,Distribuidor 24,12.0
Almacen 659,Almacen 642,2024-03-30,Camion,Distribuidor 6,52.0
Almacen 659,Almacen 642,2024-03-30,Tren,Distribuidor 18,33.0
Almacen 659,Almacen 642,2024-03-31,Camion,Distribuidor 11,2.0
Almacen 659,Almacen 642,2024-03-31,Camion,Distribuidor 6,3.0
Almacen 659,Almacen 642,2024-03-31,Tren,Distribuidor 18,2.0
Almacen 659,Almacen 642,2024-04-01,Camion,Distribuidor 11,1.0
Almacen 659,Almacen 642,2024-04-01,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 642,2024-04-01,Camion,Distribuidor 6,2.0
Almacen 659,Almacen 642,2024-04-01,Tren,Distribuidor 18,1.0
Almacen 659,Almacen 642,2024-04-02,Camion,Distribuidor 11,1.0
Almacen 659,Almacen 642,2024-04-02,Camion,Distribuidor 6,1.0
Almacen 659,Almacen 642,2024-04-02,Tren,Distribuidor 18,1.0
Almacen 659,Almacen 642,2024-04-03,Camion,Distribuidor 11,4.0
Almacen 659,Almacen 642,2024-04-03,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-03,Camion,Distribuidor 6,6.0
Almacen 659,Almacen 642,2024-04-03,Tren,Distribuidor 18,4.0
Almacen 659,Almacen 642,2024-04-04,Camion,Distribuidor 11,24.0
Almacen 659,Almacen 642,2024-04-04,Camion,Distribuidor 12,11.0
Almacen 659,Almacen 642,2024-04-04,Camion,Distribuidor 24,8.0
Almacen 659,Almacen 642,2024-04-04,Camion,Distribuidor 6,38.0
Almacen 659,Almacen 642,2024-04-04,Tren,Distribuidor 18,24.0
Almacen 659,Almacen 642,2024-04-05,Camion,Distribuidor 11,30.0
Almacen 659,Almacen 642,2024-04-05,Camion,Distribuidor 12,13.0
Almacen 659,Almacen 642,2024-04-05,Camion,Distribuidor 24,10.0
Almacen 659,Almacen 642,2024-04-05,Camion,Distribuidor 6,47.0
Almacen 659,Almacen 642,2024-04-05,Tren,Distribuidor 18,30.0
Almacen 659,Almacen 642,2024-04-06,Camion,Distribuidor 11,23.0
Almacen 659,Almacen 642,2024-04-06,Camion,Distribuidor 12,10.0
Almacen 659,Almacen 642,2024-04-06,Camion,Distribuidor 24,8.0
Almacen 659,Almacen 642,2024-04-06,Camion,Distribuidor 6,36.0
Almacen 659,Almacen 642,2024-04-06,Tren,Distribuidor 18,23.0
Almacen 659,Almacen 642,2024-04-07,Camion,Distribuidor 11,26.0
Almacen 659,Almacen 642,2024-04-07,Camion,Distribuidor 12,12.0
Almacen 659,Almacen 642,2024-04-07,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-04-07,Camion,Distribuidor 6,41.0
Almacen 659,Almacen 642,2024-04-07,Tren,Distribuidor 18,26.0
Almacen 659,Almacen 642,2024-04-08,Camion,Distribuidor 11,4.0
Almacen 659,Almacen 642,2024-04-08,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-08,Camion,Distribuidor 24,1.0
Almacen 659,Almacen 642,2024-04-08,Camion,Distribuidor 6,6.0
Almacen 659,Almacen 642,2024-04-08,Tren,Distribuidor 18,4.0
Almacen 659,Almacen 642,2024-04-09,Camion,Distribuidor 11,2.0
Almacen 659,Almacen 642,2024-04-09,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 642,2024-04-09,Camion,Distribuidor 24,1.0
Almacen 659,Almacen 642,2024-04-09,Camion,Distribuidor 6,4.0
Almacen 659,Almacen 642,2024-04-09,Tren,Distribuidor 18,2.0
Almacen 659,Almacen 642,2024-04-10,Camion,Distribuidor 11,29.0
Almacen 659,Almacen 642,2024-04-10,Camion,Distribuidor 12,13.0
Almacen 659,Almacen 642,2024-04-10,Camion,Distribuidor 24,10.0
Almacen 659,Almacen 642,2024-04-10,Camion,Distribuidor 6,45.0
Almacen 659,Almacen 642,2024-04-10,Tren,Distribuidor 18,29.0
Almacen 659,Almacen 642,2024-04-11,Camion,Distribuidor 11,26.0
Almacen 659,Almacen 642,2024-04-11,Camion,Distribuidor 12,12.0
Almacen 659,Almacen 642,2024-04-11,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-04-11,Camion,Distribuidor 6,41.0
Almacen 659,Almacen 642,2024-04-11,Tren,Distribuidor 18,26.0
Almacen 659,Almacen 642,2024-04-12,Camion,Distribuidor 11,26.0
Almacen 659,Almacen 642,2024-04-12,Camion,Distribuidor 12,12.0
Almacen 659,Almacen 642,2024-04-12,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-04-12,Camion,Distribuidor 6,41.0
Almacen 659,Almacen 642,2024-04-12,Tren,Distribuidor 18,26.0
Almacen 659,Almacen 642,2024-04-13,Camion,Distribuidor 11,26.0
Almacen 659,Almacen 642,2024-04-13,Camion,Distribuidor 12,11.0
Almacen 659,Almacen 642,2024-04-13,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-04-13,Camion,Distribuidor 6,41.0
Almacen 659,Almacen 642,2024-04-13,Tren,Distribuidor 18,26.0
Almacen 659,Almacen 642,2024-04-14,Camion,Distribuidor 11,27.0
Almacen 659,Almacen 642,2024-04-14,Camion,Distribuidor 12,12.0
Almacen 659,Almacen 642,2024-04-14,Camion,Distribuidor 24,10.0
Almacen 659,Almacen 642,2024-04-14,Camion,Distribuidor 6,43.0
Almacen 659,Almacen 642,2024-04-14,Tren,Distribuidor 18,27.0
Almacen 659,Almacen 642,2024-04-15,Camion,Distribuidor 11,9.0
Almacen 659,Almacen 642,2024-04-15,Camion,Distribuidor 12,4.0
Almacen 659,Almacen 642,2024-04-15,Camion,Distribuidor 24,2.0
Almacen 659,Almacen 642,2024-04-15,Camion,Distribuidor 6,13.0
Almacen 659,Almacen 642,2024-04-15,Tren,Distribuidor 18,9.0
Almacen 659,Almacen 642,2024-04-16,Camion,Distribuidor 11,8.0
Almacen 659,Almacen 642,2024-04-16,Camion,Distribuidor 12,4.0
Almacen 659,Almacen 642,2024-04-16,Camion,Distribuidor 24,2.0
Almacen 659,Almacen 642,2024-04-16,Camion,Distribuidor 6,13.0
Almacen 659,Almacen 642,2024-04-16,Tren,Distribuidor 18,8.0
Almacen 659,Almacen 642,2024-04-17,Camion,Distribuidor 11,25.0
Almacen 659,Almacen 642,2024-04-17,Camion,Distribuidor 12,11.0
Almacen 659,Almacen 642,2024-04-17,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-04-17,Camion,Distribuidor 6,40.0
Almacen 659,Almacen 642,2024-04-17,Tren,Distribuidor 18,25.0
Almacen 659,Almacen 642,2024-04-18,Camion,Distribuidor 11,22.0
Almacen 659,Almacen 642,2024-04-18,Camion,Distribuidor 12,9.0
Almacen 659,Almacen 642,2024-04-18,Camion,Distribuidor 24,7.0
Almacen 659,Almacen 642,2024-04-18,Camion,Distribuidor 6,34.0
Almacen 659,Almacen 642,2024-04-18,Tren,Distribuidor 18,22.0
Almacen 659,Almacen 642,2024-04-19,Camion,Distribuidor 11,30.0
Almacen 659,Almacen 642,2024-04-19,Camion,Distribuidor 12,13.0
Almacen 659,Almacen 642,2024-04-19,Camion,Distribuidor 24,11.0
Almacen 659,Almacen 642,2024-04-19,Camion,Distribuidor 6,48.0
Almacen 659,Almacen 642,2024-04-19,Tren,Distribuidor 18,30.0
Almacen 659,Almacen 642,2024-04-20,Camion,Distribuidor 11,27.0
Almacen 659,Almacen 642,2024-04-20,Camion,Distribuidor 12,12.0
Almacen 659,Almacen 642,2024-04-20,Camion,Distribuidor 24,9.0
Almacen 659,Almacen 642,2024-04-20,Camion,Distribuidor 6,42.0
Almacen 659,Almacen 642,2024-04-20,Tren,Distribuidor 18,27.0
Almacen 659,Almacen 642,2024-04-21,Camion,Distribuidor 11,19.0
Almacen 659,Almacen 642,2024-04-21,Camion,Distribuidor 12,8.0
Almacen 659,Almacen 642,2024-04-21,Camion,Distribuidor 24,7.0
Almacen 659,Almacen 642,2024-04-21,Camion,Distribuidor 6,30.0
Almacen 659,Almacen 642,2024-04-21,Tren,Distribuidor 18,19.0
Almacen 659,Almacen 642,2024-04-22,Camion,Distribuidor 11,5.0
Almacen 659,Almacen 642,2024-04-22,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-22,Camion,Distribuidor 24,1.0
Almacen 659,Almacen 642,2024-04-22,Camion,Distribuidor 6,7.0
Almacen 659,Almacen 642,2024-04-22,Tren,Distribuidor 18,5.0
Almacen 659,Almacen 642,2024-04-23,Camion,Distribuidor 11,4.0
Almacen 659,Almacen 642,2024-04-23,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-23,Camion,Distribuidor 6,6.0
Almacen 659,Almacen 642,2024-04-23,Tren,Distribuidor 18,4.0
Almacen 659,Almacen 642,2024-04-24,Camion,Distribuidor 11,14.0
Almacen 659,Almacen 642,2024-04-24,Camion,Distribuidor 12,6.0
Almacen 659,Almacen 642,2024-04-24,Camion,Distribuidor 24,5.0
Almacen 659,Almacen 642,2024-04-24,Camion,Distribuidor 6,22.0
Almacen 659,Almacen 642,2024-04-24,Tren,Distribuidor 18,14.0
Almacen 659,Almacen 642,2024-04-25,Camion,Distribuidor 11,9.0
Almacen 659,Almacen 642,2024-04-25,Camion,Distribuidor 12,4.0
Almacen 659,Almacen 642,2024-04-25,Camion,Distribuidor 24,3.0
Almacen 659,Almacen 642,2024-04-25,Camion,Distribuidor 6,14.0
Almacen 659,Almacen 642,2024-04-25,Tren,Distribuidor 18,9.0
Almacen 659,Almacen 642,2024-04-26,Camion,Distribuidor 11,5.0
Almacen 659,Almacen 642,2024-04-26,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-26,Camion,Distribuidor 24,2.0
Almacen 659,Almacen 642,2024-04-26,Camion,Distribuidor 6,8.0
Almacen 659,Almacen 642,2024-04-26,Tren,Distribuidor 18,5.0
Almacen 659,Almacen 642,2024-04-27,Camion,Distribuidor 11,4.0
Almacen 659,Almacen 642,2024-04-27,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-27,Camion,Distribuidor 24,2.0
Almacen 659,Almacen 642,2024-04-27,Camion,Distribuidor 6,7.0
Almacen 659,Almacen 642,2024-04-27,Tren,Distribuidor 18,4.0
Almacen 659,Almacen 642,2024-04-28,Camion,Distribuidor 11,4.0
Almacen 659,Almacen 642,2024-04-28,Camion,Distribuidor 12,2.0
Almacen 659,Almacen 642,2024-04-28,Camion,Distribuidor 24,1.0
Almacen 659,Almacen 642,2024-04-28,Camion,Distribuidor 6,6.0
Almacen 659,Almacen 642,2024-04-28,Tren,Distribuidor 18,4.0
Almacen 659,Almacen 643,2024-03-21,Tren,Distribuidor 18,17.0
Almacen 659,Almacen 643,2024-03-22,Tren,Distribuidor 18,11.0
Almacen 659,Almacen 643,2024-03-23,Tren,Distribuidor 18,22.0
Almacen 659,Almacen 643,2024-03-24,Tren,Distribuidor 18,18.0
Almacen 659,Almacen 643,2024-03-27,Tren,Distribuidor 18,12.0
Almacen 659,Almacen 643,2024-03-28,Tren,Distribuidor 18,10.0
Almacen 659,Almacen 643,2024-03-29,Tren,Distribuidor 18,9.0
Almacen 659,Almacen 643,2024-03-30,Tren,Distribuidor 18,22.0
Almacen 659,Almacen 643,2024-04-03,Tren,Distribuidor 18,4.0
Almacen 659,Almacen 643,2024-04-04,Tren,Distribuidor 18,44.0
Almacen 659,Almacen 643,2024-04-05,Tren,Distribuidor 18,35.0
Almacen 659,Almacen 643,2024-04-06,Tren,Distribuidor 18,36.0
Almacen 659,Almacen 643,2024-04-07,Tren,Distribuidor 18,31.0
Almacen 659,Almacen 643,2024-04-10,Tren,Distribuidor 18,23.0
Almacen 659,Almacen 643,2024-04-11,Tren,Distribuidor 18,25.0
Almacen 659,Almacen 643,2024-04-12,Tren,Distribuidor 18,42.0
Almacen 659,Almacen 643,2024-04-13,Tren,Distribuidor 18,30.0
Almacen 659,Almacen 643,2024-04-14,Tren,Distribuidor 18,15.0
Almacen 659,Almacen 643,2024-04-15,Tren,Distribuidor 18,11.0
Almacen 659,Almacen 643,2024-04-16,Tren,Distribuidor 18,3.0
Almacen 659,Almacen 643,2024-04-17,Tren,Distribuidor 18,25.0
Almacen 659,Almacen 643,2024-04-18,Tren,Distribuidor 18,25.0
Almacen 659,Almacen 643,2024-04-19,Tren,Distribuidor 18,23.0
Almacen 659,Almacen 643,2024-04-20,Tren,Distribuidor 18,24.0
Almacen 659,Almacen 643,2024-04-21,Tren,Distribuidor 18,32.0
Almacen 659,Almacen 643,2024-04-24,Tren,Distribuidor 18,8.0
Almacen 659,Almacen 643,2024-04-25,Tren,Distribuidor 18,11.0
Almacen 659,Almacen 643,2024-04-26,Tren,Distribuidor 18,5.0
Almacen 659,Almacen 643,2024-04-27,Tren,Distribuidor 18,3.0
Almacen 659,Almacen 643,2024-04-28,Tren,Distribuidor 18,6.0
Almacen 659,Almacen 647,2024-03-21,Camion,Distribuidor 12,36.0
Almacen 659,Almacen 647,2024-03-21,Camion,Distribuidor 30,14.0
Almacen 659,Almacen 647,2024-03-22,Camion,Distribuidor 12,17.0
Almacen 659,Almacen 647,2024-03-22,Camion,Distribuidor 30,6.0
Almacen 659,Almacen 647,2024-03-23,Camion,Distribuidor 12,16.0
Almacen 659,Almacen 647,2024-03-23,Camion,Distribuidor 30,6.0
Almacen 659,Almacen 647,2024-03-24,Camion,Distribuidor 12,16.0
Almacen 659,Almacen 647,2024-03-24,Camion,Distribuidor 30,6.0
Almacen 659,Almacen 647,2024-03-25,Camion,Distribuidor 12,7.0
Almacen 659,Almacen 647,2024-03-25,Camion,Distribuidor 30,3.0
Almacen 659,Almacen 647,2024-03-26,Camion,Distribuidor 12,5.0
Almacen 659,Almacen 647,2024-03-26,Camion,Distribuidor 30,2.0
Almacen 659,Almacen 647,2024-03-27,Camion,Distribuidor 12,28.0
Almacen 659,Almacen 647,2024-03-27,Camion,Distribuidor 30,10.0
Almacen 659,Almacen 647,2024-03-28,Camion,Distribuidor 12,17.0
Almacen 659,Almacen 647,2024-03-28,Camion,Distribuidor 30,6.0
Almacen 659,Almacen 647,2024-03-29,Camion,Distribuidor 12,9.0
Almacen 659,Almacen 647,2024-03-29,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-03-30,Camion,Distribuidor 12,9.0
Almacen 659,Almacen 647,2024-03-30,Camion,Distribuidor 30,3.0
Almacen 659,Almacen 647,2024-04-04,Camion,Distribuidor 12,10.0
Almacen 659,Almacen 647,2024-04-04,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-04-05,Camion,Distribuidor 12,11.0
Almacen 659,Almacen 647,2024-04-05,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-04-06,Camion,Distribuidor 12,10.0
Almacen 659,Almacen 647,2024-04-06,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-04-07,Camion,Distribuidor 12,14.0
Almacen 659,Almacen 647,2024-04-07,Camion,Distribuidor 30,5.0
Almacen 659,Almacen 647,2024-04-10,Camion,Distribuidor 12,18.0
Almacen 659,Almacen 647,2024-04-10,Camion,Distribuidor 30,7.0
Almacen 659,Almacen 647,2024-04-11,Camion,Distribuidor 12,22.0
Almacen 659,Almacen 647,2024-04-11,Camion,Distribuidor 30,8.0
Almacen 659,Almacen 647,2024-04-12,Camion,Distribuidor 12,21.0
Almacen 659,Almacen 647,2024-04-12,Camion,Distribuidor 30,8.0
Almacen 659,Almacen 647,2024-04-13,Camion,Distribuidor 12,11.0
Almacen 659,Almacen 647,2024-04-13,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-04-14,Camion,Distribuidor 12,7.0
Almacen 659,Almacen 647,2024-04-14,Camion,Distribuidor 30,3.0
Almacen 659,Almacen 647,2024-04-15,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 647,2024-04-15,Camion,Distribuidor 30,1.0
Almacen 659,Almacen 647,2024-04-16,Camion,Distribuidor 12,1.0
Almacen 659,Almacen 647,2024-04-16,Camion,Distribuidor 30,1.0
Almacen 659,Almacen 647,2024-04-17,Camion,Distribuidor 12,10.0
Almacen 659,Almacen 647,2024-04-17,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-04-18,Camion,Distribuidor 12,9.0
Almacen 659,Almacen 647,2024-04-18,Camion,Distribuidor 30,4.0
Almacen 659,Almacen 647,2024-04-19,Camion,Distribuidor 12,7.0
Almacen 659,Almacen 647,2024-04-19,Camion,Distribuidor 30,2.0
Almacen 659,Almacen 647,2024-04-20,Camion,Distribuidor 12,12.0
Almacen 659,Almacen 647,2024-04-20,Camion,Distribuidor 30,5.0
Almacen 659,Almacen 647,2024-04-21,Camion,Distribuidor 12,8.0
Almacen 659,Almacen 647,2024-04-21,Camion,Distribuidor 30,3.0
Almacen 659,Almacen 647,2024-04-24,Camion,Distribuidor 12,3.0
Almacen 659,Almacen 647,2024-04-24,Camion,Distribuidor 30,1.0
